model,context,layer,target_id,target_text,rank_target_tangent,rank_wrong_tangent,rank_random_tangent,rank_offarc_random,rank_offarc_toward,rank_offarc_away,first_rank1_angle
google/gemma-3-1b-it,To bake sourdough bread,0,2802, access,1,93022,127566,1,11,1,15.481553077697754
google/gemma-3-1b-it,To bake sourdough bread,0,3155, house,1,11458,17555,1,2,1,12.671332359313965
google/gemma-3-1b-it,To bake sourdough bread,0,3210, thing,1,183973,96328,1,11,1,15.289433479309082
google/gemma-3-1b-it,To bake sourdough bread,0,3631,font,1,30254,16332,1,9,1,13.290946960449219
google/gemma-3-1b-it,To bake sourdough bread,0,3633,aur,1,32173,15285,1,10,1,13.872476577758789
google/gemma-3-1b-it,To bake sourdough bread,0,3803, God,1,1391,495,1,4,1,11.759024620056152
google/gemma-3-1b-it,To bake sourdough bread,0,3834,At,2,6150,9252,2,2,1,
google/gemma-3-1b-it,To bake sourdough bread,0,4111,idge,4,180070,214347,6,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,4340,OC,1,36292,46094,1,11,1,14.441157341003418
google/gemma-3-1b-it,To bake sourdough bread,0,4648, tim,1,36497,99597,1,11,1,16.62468719482422
google/gemma-3-1b-it,To bake sourdough bread,0,4680, cand,1,48561,37358,1,11,1,15.2874116897583
google/gemma-3-1b-it,To bake sourdough bread,0,4754,My,2,35939,14804,2,2,1,
google/gemma-3-1b-it,To bake sourdough bread,0,4981, status,1,77715,105418,1,11,1,15.713464736938477
google/gemma-3-1b-it,To bake sourdough bread,0,5083, dro,6,218415,196624,6,12,1,
google/gemma-3-1b-it,To bake sourdough bread,0,5380, va,1,34558,68421,2,11,1,16.972732543945312
google/gemma-3-1b-it,To bake sourdough bread,0,5512, pun,3,110209,161648,6,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,5628, located,1,7753,3059,1,3,1,11.556905746459961
google/gemma-3-1b-it,To bake sourdough bread,0,5732, nicht,1,7134,60171,1,11,1,14.707255363464355
google/gemma-3-1b-it,To bake sourdough bread,0,5912, See,1,97695,53695,1,11,1,14.868939399719238
google/gemma-3-1b-it,To bake sourdough bread,0,6060, handle,1,67794,19131,1,2,1,14.469264030456543
google/gemma-3-1b-it,To bake sourdough bread,0,6204,miss,1,152363,117509,1,11,1,16.586992263793945
google/gemma-3-1b-it,To bake sourdough bread,0,6254, tor,1,81301,89802,1,11,1,15.594250679016113
google/gemma-3-1b-it,To bake sourdough bread,0,6478, session,1,15661,2365,1,2,1,12.291007041931152
google/gemma-3-1b-it,To bake sourdough bread,0,6486, Sur,1,9053,7746,1,8,1,12.78644847869873
google/gemma-3-1b-it,To bake sourdough bread,0,6540, culture,1,23235,4816,1,2,1,11.805702209472656
google/gemma-3-1b-it,To bake sourdough bread,0,6541, capacity,1,11556,10958,1,2,1,12.133749008178711
google/gemma-3-1b-it,To bake sourdough bread,0,7568,pop,1,4133,12395,1,2,1,12.427447319030762
google/gemma-3-1b-it,To bake sourdough bread,0,7652,enz,1,33581,32323,1,11,1,14.042466163635254
google/gemma-3-1b-it,To bake sourdough bread,0,7808, moved,1,26579,17760,1,9,1,13.381481170654297
google/gemma-3-1b-it,To bake sourdough bread,0,7876, ven,1,29457,17469,1,11,1,14.40889835357666
google/gemma-3-1b-it,To bake sourdough bread,0,7902,double,1,90786,59213,1,2,1,15.931641578674316
google/gemma-3-1b-it,To bake sourdough bread,0,8021,allow,1,52400,48895,1,11,1,14.09605598449707
google/gemma-3-1b-it,To bake sourdough bread,0,8313, Kh,1,1436,4704,1,2,1,12.363380432128906
google/gemma-3-1b-it,To bake sourdough bread,0,8448, interval,1,54336,102749,1,11,1,15.005911827087402
google/gemma-3-1b-it,To bake sourdough bread,0,9166, vez,1,53803,32797,1,11,1,15.51183795928955
google/gemma-3-1b-it,To bake sourdough bread,0,9208,These,2,100389,71787,2,2,1,
google/gemma-3-1b-it,To bake sourdough bread,0,9415,Eng,1,33407,63669,1,2,1,15.343186378479004
google/gemma-3-1b-it,To bake sourdough bread,0,9438,dt,1,39565,41846,1,11,1,15.04056167602539
google/gemma-3-1b-it,To bake sourdough bread,0,9577, tou,2,107652,150958,2,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,9697, feedback,1,175731,186651,1,11,1,16.449417114257812
google/gemma-3-1b-it,To bake sourdough bread,0,9744, village,1,2301,9611,1,2,1,12.53384780883789
google/gemma-3-1b-it,To bake sourdough bread,0,10480,match,1,26384,7397,1,2,1,13.7803373336792
google/gemma-3-1b-it,To bake sourdough bread,0,10702, Gi,1,3845,2873,1,9,1,12.753746032714844
google/gemma-3-1b-it,To bake sourdough bread,0,10746,"""));",1,100588,57745,1,2,1,14.174650192260742
google/gemma-3-1b-it,To bake sourdough bread,0,10770, Thank,1,4490,2367,1,2,1,12.51615047454834
google/gemma-3-1b-it,To bake sourdough bread,0,11055, charged,1,45272,46516,1,11,1,14.524977684020996
google/gemma-3-1b-it,To bake sourdough bread,0,11278, aid,1,12335,19657,1,2,1,13.189491271972656
google/gemma-3-1b-it,To bake sourdough bread,0,11397, dal,1,9215,6533,1,10,1,13.820027351379395
google/gemma-3-1b-it,To bake sourdough bread,0,11526,BI,1,31024,26309,1,11,1,14.74636459350586
google/gemma-3-1b-it,To bake sourdough bread,0,11664,unes,1,64558,30597,1,11,1,14.907666206359863
google/gemma-3-1b-it,To bake sourdough bread,0,11668,username,8,184233,192217,8,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,11699, eleg,1,79521,52251,1,11,1,14.977880477905273
google/gemma-3-1b-it,To bake sourdough bread,0,11833,aders,1,55277,23236,1,11,1,14.388381004333496
google/gemma-3-1b-it,To bake sourdough bread,0,12248, Environment,1,43313,63838,1,11,1,15.723546028137207
google/gemma-3-1b-it,To bake sourdough bread,0,12396, findings,1,166867,132399,1,11,1,15.315668106079102
google/gemma-3-1b-it,To bake sourdough bread,0,12429,wait,1,72496,89024,1,11,1,14.695104598999023
google/gemma-3-1b-it,To bake sourdough bread,0,12708, vie,1,56410,92274,1,11,1,16.557512283325195
google/gemma-3-1b-it,To bake sourdough bread,0,12730, Support,1,23994,26760,1,2,1,13.980795860290527
google/gemma-3-1b-it,To bake sourdough bread,0,12800, remained,1,1910,1389,1,1,1,10.96053409576416
google/gemma-3-1b-it,To bake sourdough bread,0,13080,inds,6,183071,176186,6,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,13225, kont,1,90976,101747,1,11,1,15.82550048828125
google/gemma-3-1b-it,To bake sourdough bread,0,13331,upload,1,13557,106563,1,11,1,15.681117057800293
google/gemma-3-1b-it,To bake sourdough bread,0,13406,iral,1,137291,125658,1,11,1,16.493362426757812
google/gemma-3-1b-it,To bake sourdough bread,0,13482, infection,1,1388,5227,1,2,1,11.842653274536133
google/gemma-3-1b-it,To bake sourdough bread,0,13547, Egypt,1,4161,7549,1,9,1,13.003826141357422
google/gemma-3-1b-it,To bake sourdough bread,0,13916, foundation,1,10866,9612,1,2,1,12.310036659240723
google/gemma-3-1b-it,To bake sourdough bread,0,14180, dann,1,87483,68413,1,11,1,15.112333297729492
google/gemma-3-1b-it,To bake sourdough bread,0,14226,nia,1,76155,95016,1,11,1,16.018064498901367
google/gemma-3-1b-it,To bake sourdough bread,0,14440, inflation,1,21223,23149,1,7,1,12.841301918029785
google/gemma-3-1b-it,To bake sourdough bread,0,14512, reserved,1,68299,45382,1,11,1,14.816490173339844
google/gemma-3-1b-it,To bake sourdough bread,0,14611, outer,1,34748,28040,1,6,1,12.8135986328125
google/gemma-3-1b-it,To bake sourdough bread,0,14937,"{""",5,215955,234071,4,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,14966, metric,5,177108,186392,2,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,15765,theless,1,191554,210703,1,11,1,16.266109466552734
google/gemma-3-1b-it,To bake sourdough bread,0,15835,ikt,4,129912,175497,2,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,15941, respective,1,146280,131194,1,11,1,15.231683731079102
google/gemma-3-1b-it,To bake sourdough bread,0,16603,including,1,24187,13898,1,2,1,13.566709518432617
google/gemma-3-1b-it,To bake sourdough bread,0,16916,rice,1,22022,51378,1,11,1,13.980966567993164
google/gemma-3-1b-it,To bake sourdough bread,0,17349,kor,1,15945,27651,1,10,1,13.918559074401855
google/gemma-3-1b-it,To bake sourdough bread,0,17379, rol,1,87518,96818,1,11,1,16.454479217529297
google/gemma-3-1b-it,To bake sourdough bread,0,17564, Zealand,1,7269,11873,1,5,1,12.180214881896973
google/gemma-3-1b-it,To bake sourdough bread,0,17623,Li,1,27340,4722,1,2,1,13.826529502868652
google/gemma-3-1b-it,To bake sourdough bread,0,17672,ricts,1,134159,92250,1,11,1,14.781416893005371
google/gemma-3-1b-it,To bake sourdough bread,0,17726, commands,1,18057,11693,1,2,1,12.276978492736816
google/gemma-3-1b-it,To bake sourdough bread,0,18325,Driver,3,116963,91368,3,4,1,
google/gemma-3-1b-it,To bake sourdough bread,0,18815, algo,2,163258,140338,2,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,18819,desc,2,179415,142421,1,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,18899, gravity,1,137931,66329,1,11,1,15.26918888092041
google/gemma-3-1b-it,To bake sourdough bread,0,19387, arbitrary,4,231430,218003,4,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,19474,vc,4,159161,146520,3,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,19865, Ever,1,67512,49300,1,11,1,15.951101303100586
google/gemma-3-1b-it,To bake sourdough bread,0,20278, volumes,1,2528,8610,1,7,1,12.892589569091797
google/gemma-3-1b-it,To bake sourdough bread,0,20443,phenyl,1,60184,132808,1,11,1,15.265042304992676
google/gemma-3-1b-it,To bake sourdough bread,0,20612,amping,4,215218,197199,4,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,20792, Gree,1,121079,112976,1,11,1,16.143964767456055
google/gemma-3-1b-it,To bake sourdough bread,0,21073,IDE,4,112321,145807,5,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,21434,jos,1,33712,62487,1,11,1,15.479086875915527
google/gemma-3-1b-it,To bake sourdough bread,0,21553,pus,1,71763,88879,1,11,1,14.796463966369629
google/gemma-3-1b-it,To bake sourdough bread,0,21976, PRIM,6,148517,153338,3,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,21988, situated,1,5767,9724,1,2,1,12.996559143066406
google/gemma-3-1b-it,To bake sourdough bread,0,21989, historia,1,36343,92357,1,11,1,15.228460311889648
google/gemma-3-1b-it,To bake sourdough bread,0,22037,symbol,4,173444,196695,2,11,1,
google/gemma-3-1b-it,To bake sourdough bread,0,22175,ipheral,1,130464,142686,1,11,1,15.873482704162598
google/gemma-3-1b-it,To bake sourdough bread,0,22358, Gib,1,81603,115200,1,11,1,16.0996036529541
google/gemma-3-1b-it,To bake sourdough bread,0,22454, describing,1,67833,48204,1,2,1,14.352365493774414
google/gemma-3-1b-it,To bake sourdough bread,0,22504,social,1,14297,14619,1,3,1,13.372342109680176
google/gemma-3-1b-it,To bake sourdough bread,8,322,T,3042,246435,246678,3413,3071,3010,
google/gemma-3-1b-it,To bake sourdough bread,8,605,us,4,52255,64502,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,806,ous,4,174913,105921,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,850, app,3,43919,40192,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,1049,inal,3,35366,19850,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,1143,cept,4,123484,122113,4,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,1176, said,6,189561,179592,6,9,3,
google/gemma-3-1b-it,To bake sourdough bread,8,1240,riv,5,93386,102853,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,1276, Re,4,110088,84486,4,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,1382, aut,3,18946,8178,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,1417,wn,5,42341,118873,4,5,3,
google/gemma-3-1b-it,To bake sourdough bread,8,1428, equ,4,65548,82840,4,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,1844,uf,4,81228,47416,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,1911, var,3,18631,16566,3,4,2,
google/gemma-3-1b-it,To bake sourdough bread,8,1916,rc,3,75244,55682,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,2048, prote,4,33624,20760,4,5,3,
google/gemma-3-1b-it,To bake sourdough bread,8,2124,++,4,71884,35329,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,2233, invest,3,21165,24373,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,2247, put,3,74502,57033,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,2423,ino,4,60866,57815,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,2582,EXT,4,45809,42320,4,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,2669,ending,5,122127,125075,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,2802, access,5,166991,158687,5,6,3,
google/gemma-3-1b-it,To bake sourdough bread,8,3155, house,4,59821,58616,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,3210, thing,5,211142,176633,5,6,3,
google/gemma-3-1b-it,To bake sourdough bread,8,3631,font,4,97055,45970,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,3633,aur,4,106726,105212,4,6,2,
google/gemma-3-1b-it,To bake sourdough bread,8,3803, God,3,65043,81758,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,3834,At,7,183305,205431,7,10,3,
google/gemma-3-1b-it,To bake sourdough bread,8,4111,idge,4,55540,44616,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,4340,OC,3,18739,10534,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,4648, tim,4,18714,15998,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,4680, cand,5,129913,157436,5,9,3,
google/gemma-3-1b-it,To bake sourdough bread,8,4754,My,5,184543,146615,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,4981, status,5,133709,137708,5,6,3,
google/gemma-3-1b-it,To bake sourdough bread,8,5083, dro,4,52893,19919,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,5380, va,3,23605,59010,3,6,2,
google/gemma-3-1b-it,To bake sourdough bread,8,5512, pun,4,37808,67268,4,6,2,
google/gemma-3-1b-it,To bake sourdough bread,8,5628, located,4,157741,144633,4,6,2,
google/gemma-3-1b-it,To bake sourdough bread,8,5732, nicht,3,15591,50745,3,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,5912, See,4,165392,142841,4,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,6060, handle,6,189175,150366,6,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,6204,miss,5,133217,126100,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,6254, tor,20,230062,232797,22,25,9,
google/gemma-3-1b-it,To bake sourdough bread,8,6478, session,6,201854,207966,6,10,3,
google/gemma-3-1b-it,To bake sourdough bread,8,6486, Sur,4,83379,83925,4,6,2,
google/gemma-3-1b-it,To bake sourdough bread,8,6540, culture,5,204015,168942,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,6541, capacity,4,135048,89961,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,7568,pop,5,117165,164569,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,7652,enz,5,138178,114078,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,7808, moved,7,181566,175891,7,11,3,
google/gemma-3-1b-it,To bake sourdough bread,8,7876, ven,4,31388,29467,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,7902,double,5,117101,133616,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,8021,allow,5,160671,147623,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,8313, Kh,4,27791,27596,4,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,8448, interval,2,4907,4202,2,4,2,
google/gemma-3-1b-it,To bake sourdough bread,8,9166, vez,5,95781,101395,5,6,3,
google/gemma-3-1b-it,To bake sourdough bread,8,9208,These,3,127229,71729,3,6,2,
google/gemma-3-1b-it,To bake sourdough bread,8,9415,Eng,4,46245,56820,4,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,9438,dt,3,5268,4893,2,4,2,
google/gemma-3-1b-it,To bake sourdough bread,8,9577, tou,7,110315,102934,8,11,3,
google/gemma-3-1b-it,To bake sourdough bread,8,9697, feedback,7,218812,208889,7,12,4,
google/gemma-3-1b-it,To bake sourdough bread,8,9744, village,7,103207,147833,7,12,3,
google/gemma-3-1b-it,To bake sourdough bread,8,10480,match,4,87551,86020,4,6,2,
google/gemma-3-1b-it,To bake sourdough bread,8,10702, Gi,7,107055,106534,7,11,3,
google/gemma-3-1b-it,To bake sourdough bread,8,10746,"""));",3,92155,67260,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,10770, Thank,4,102881,116266,4,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,11055, charged,6,167871,154395,5,10,4,
google/gemma-3-1b-it,To bake sourdough bread,8,11278, aid,4,39261,69342,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,11397, dal,5,58221,72996,5,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,11526,BI,3,27456,29413,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,11664,unes,4,47431,24052,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,11668,username,8,118450,151061,8,13,3,
google/gemma-3-1b-it,To bake sourdough bread,8,11699, eleg,7,171433,136417,7,10,3,
google/gemma-3-1b-it,To bake sourdough bread,8,11833,aders,5,139693,91042,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,12248, Environment,5,65606,138308,5,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,12396, findings,8,196960,138819,8,11,3,
google/gemma-3-1b-it,To bake sourdough bread,8,12429,wait,4,66394,47212,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,12708, vie,4,25168,31720,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,12730, Support,6,151059,163363,7,9,4,
google/gemma-3-1b-it,To bake sourdough bread,8,12800, remained,3,68680,69909,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,13080,inds,5,109063,133774,5,6,3,
google/gemma-3-1b-it,To bake sourdough bread,8,13225, kont,3,11241,10262,3,4,2,
google/gemma-3-1b-it,To bake sourdough bread,8,13331,upload,5,22418,64357,5,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,13406,iral,3,41202,55299,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,13482, infection,4,34838,87088,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,13547, Egypt,4,66064,100356,5,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,13916, foundation,9,211628,186186,9,13,4,
google/gemma-3-1b-it,To bake sourdough bread,8,14180, dann,8,146062,105917,6,10,3,
google/gemma-3-1b-it,To bake sourdough bread,8,14226,nia,8,177374,110892,7,12,4,
google/gemma-3-1b-it,To bake sourdough bread,8,14440, inflation,4,57609,42822,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,14512, reserved,5,174577,142877,5,8,3,
google/gemma-3-1b-it,To bake sourdough bread,8,14611, outer,5,163489,133577,4,6,3,
google/gemma-3-1b-it,To bake sourdough bread,8,14937,"{""",7,169656,195881,6,11,3,
google/gemma-3-1b-it,To bake sourdough bread,8,14966, metric,5,115042,132246,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,15765,theless,3,64714,105146,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,15835,ikt,4,51314,52545,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,15941, respective,22,243364,250009,18,36,13,
google/gemma-3-1b-it,To bake sourdough bread,8,16603,including,7,208919,200237,7,12,4,
google/gemma-3-1b-it,To bake sourdough bread,8,16916,rice,4,82797,85045,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,17349,kor,3,12286,10910,3,4,2,
google/gemma-3-1b-it,To bake sourdough bread,8,17379, rol,4,75601,63431,5,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,17564, Zealand,4,59391,69797,4,6,2,
google/gemma-3-1b-it,To bake sourdough bread,8,17623,Li,5,70116,30758,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,17672,ricts,9,205546,169787,9,13,3,
google/gemma-3-1b-it,To bake sourdough bread,8,17726, commands,4,83622,60196,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,18325,Driver,6,167980,144276,5,11,3,
google/gemma-3-1b-it,To bake sourdough bread,8,18815, algo,10,188259,186331,10,15,5,
google/gemma-3-1b-it,To bake sourdough bread,8,18819,desc,4,87590,86122,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,18899, gravity,4,177373,160086,4,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,19387, arbitrary,5,183661,185887,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,19474,vc,3,32649,26347,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,19865, Ever,5,68050,69630,4,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,20278, volumes,5,77272,138112,5,6,3,
google/gemma-3-1b-it,To bake sourdough bread,8,20443,phenyl,9,171814,194706,9,12,5,
google/gemma-3-1b-it,To bake sourdough bread,8,20612,amping,6,200625,164891,6,8,4,
google/gemma-3-1b-it,To bake sourdough bread,8,20792, Gree,10,192999,204423,10,18,6,
google/gemma-3-1b-it,To bake sourdough bread,8,21073,IDE,4,47637,46851,4,7,3,
google/gemma-3-1b-it,To bake sourdough bread,8,21434,jos,8,156586,214890,7,13,4,
google/gemma-3-1b-it,To bake sourdough bread,8,21553,pus,5,127252,107635,5,6,3,
google/gemma-3-1b-it,To bake sourdough bread,8,21976, PRIM,8,108620,157572,8,15,3,
google/gemma-3-1b-it,To bake sourdough bread,8,21988, situated,13,169956,197386,12,17,5,
google/gemma-3-1b-it,To bake sourdough bread,8,21989, historia,4,30539,92090,4,7,2,
google/gemma-3-1b-it,To bake sourdough bread,8,22037,symbol,3,21510,29889,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,8,22175,ipheral,12,157196,178810,13,20,5,
google/gemma-3-1b-it,To bake sourdough bread,8,22358, Gib,11,134267,151181,10,17,5,
google/gemma-3-1b-it,To bake sourdough bread,8,22454, describing,14,234293,230553,13,23,7,
google/gemma-3-1b-it,To bake sourdough bread,8,22504,social,3,39188,21574,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,322,T,2816,249889,250965,2852,2886,2789,
google/gemma-3-1b-it,To bake sourdough bread,17,605,us,3,45660,25259,3,4,2,
google/gemma-3-1b-it,To bake sourdough bread,17,806,ous,4,167457,97237,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,850, app,3,60008,46333,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,1049,inal,3,45781,14270,3,4,2,
google/gemma-3-1b-it,To bake sourdough bread,17,1143,cept,4,97712,71349,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,1176, said,4,169126,165046,4,6,3,
google/gemma-3-1b-it,To bake sourdough bread,17,1240,riv,5,81722,176240,4,5,3,
google/gemma-3-1b-it,To bake sourdough bread,17,1276, Re,3,101723,85758,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,1382, aut,3,20776,16723,3,4,2,
google/gemma-3-1b-it,To bake sourdough bread,17,1417,wn,4,32406,78523,4,5,3,
google/gemma-3-1b-it,To bake sourdough bread,17,1428, equ,4,86912,78004,4,7,3,
google/gemma-3-1b-it,To bake sourdough bread,17,1844,uf,3,82056,55325,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,1911, var,3,23509,23691,3,4,2,
google/gemma-3-1b-it,To bake sourdough bread,17,1916,rc,3,83338,78540,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,2048, prote,4,38983,21868,3,5,3,
google/gemma-3-1b-it,To bake sourdough bread,17,2124,++,3,74962,40899,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,2233, invest,3,23527,19408,3,4,2,
google/gemma-3-1b-it,To bake sourdough bread,17,2247, put,3,129762,106282,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,2423,ino,4,83451,92751,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,2582,EXT,4,59329,51010,4,6,3,
google/gemma-3-1b-it,To bake sourdough bread,17,2669,ending,4,111103,111222,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,2802, access,5,193686,196345,5,7,3,
google/gemma-3-1b-it,To bake sourdough bread,17,3155, house,3,57274,70040,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,3210, thing,4,218959,151773,4,5,3,
google/gemma-3-1b-it,To bake sourdough bread,17,3631,font,4,121591,87145,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,3633,aur,4,116850,104846,4,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,3803, God,3,59610,103658,3,5,2,
google/gemma-3-1b-it,To bake sourdough bread,17,3834,At,3,143928,132974,3,7,3,
