model,context,layer,target_id,target_text,rank_target_tangent,rank_wrong_tangent,rank_random_tangent,rank_offarc_random,rank_offarc_toward,rank_offarc_away,first_rank1_angle
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,0,5293, notice,1,109079,89377,1,2,1,11.913591384887695
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,0,5332,_config,2,66797,57164,1,2,1,
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,0,5425, prote,1,33513,40795,1,2,1,12.591952323913574
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,350, T,1,17578,13620,1,2,1,9.029940605163574
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,467, W,1,134081,16539,1,2,1,7.779496669769287
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,492,(',1,115238,76715,1,4,1,13.43099308013916
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,607, str,1,21587,7633,1,2,1,8.136968612670898
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,660,'],1,110990,50622,1,2,1,13.746588706970215
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,680,ition,1,113169,116884,1,2,1,12.334495544433594
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,712,per,1,13320,34664,1,1,1,9.699251174926758
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,718,add,1,49192,36042,1,2,1,11.014069557189941
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,737, void,1,138970,100788,1,2,1,13.717963218688965
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,818,Cont,1,29093,55186,1,2,1,12.5665922164917
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,825, one,1,39918,35359,1,2,1,10.846223831176758
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,979, when,1,105394,22403,1,2,1,10.659534454345703
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1065,min,1,96033,66197,1,2,1,10.145317077636719
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1104,idth,1,139145,126152,1,3,1,14.937514305114746
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1105, them,1,127169,105612,1,2,1,13.109953880310059
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1183,"[""",1,14888,29228,1,2,1,10.622672080993652
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1228,cript,1,143671,126988,1,2,1,13.772974014282227
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1291,right,1,97635,52450,1,2,1,11.576549530029297
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1302,.g,1,42136,32346,1,2,1,11.5974702835083
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1402,AM,1,78991,22200,1,2,1,9.18008804321289
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1489,fl,1,69378,18150,1,2,1,9.842036247253418
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1546,sole,1,34111,67175,1,2,1,10.893482208251953
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1619, att,1,125784,62217,1,2,1,12.307358741760254
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1822, av,1,47518,43239,1,2,1,11.034048080444336
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1854,uss,1,67050,83517,1,2,1,12.580121994018555
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,1890,AG,1,20212,32147,1,2,1,10.945091247558594
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2095,utes,1,143958,141575,1,3,1,14.755892753601074
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2100, AN,1,12555,14000,1,2,1,9.795071601867676
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2197, document,1,113361,71314,1,2,1,11.972331047058105
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2216,ric,1,42957,56619,1,2,1,10.085389137268066
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2375,erg,1,105779,104134,1,2,1,10.958833694458008
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2512,Action,1,80659,87921,1,3,1,12.422850608825684
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2673,ically,1,144677,137757,1,3,1,14.948176383972168
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2682,vis,1,75936,54640,1,2,1,12.035537719726562
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2700,ponents,1,27518,49302,1,2,1,12.416696548461914
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2752,pen,1,142953,143679,1,3,1,14.698935508728027
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2884, design,1,14221,45046,1,2,1,13.433403968811035
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,2931,quired,1,120013,133138,1,3,1,15.569812774658203
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3114,cribe,1,141098,144113,1,5,1,15.95062255859375
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3182,create,1,29096,69459,1,2,1,14.579059600830078
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3246,agn,1,74676,68670,1,2,1,12.52613639831543
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3314,cul,1,57350,42153,1,2,1,10.706792831420898
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3323,Token,1,51193,24255,1,2,1,11.642364501953125
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3409, word,1,13412,22336,1,2,1,8.988391876220703
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3425, whether,1,127445,129524,1,2,1,14.382349967956543
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3509,node,1,98915,115835,1,4,1,15.07876968383789
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3613, members,1,23506,58853,1,2,1,11.644632339477539
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3738, human,1,20811,7671,1,2,1,7.804529190063477
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3751,fect,1,79240,67007,1,2,1,11.283130645751953
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,3774, unsigned,1,114516,96335,1,2,1,15.19764232635498
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,4372,avigation,1,93376,137764,1,4,1,15.28298568725586
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,4428, similar,1,3997,29085,1,2,1,9.992485046386719
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,4477,ARE,1,97375,111298,1,3,1,15.193024635314941
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,4520, Sec,1,40085,40947,1,2,1,12.511151313781738
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,4564, connect,1,79981,63130,1,2,1,14.126395225524902
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,4578,tag,1,54490,32938,1,1,1,9.414623260498047
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,4624,Repository,1,41290,49054,1,3,1,13.709405899047852
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,4738,ief,1,39087,27195,1,2,1,10.861872673034668
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,4796, campaign,1,78234,90634,1,2,1,13.667092323303223
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,4880, shall,1,58033,27256,1,2,1,9.648933410644531
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,5206, mut,1,106289,46430,1,2,1,12.11941909790039
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,5293, notice,1,47034,29413,1,2,1,11.653497695922852
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,5332,_config,1,80254,77866,2,4,1,16.45865249633789
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,8,5425, prote,1,67146,78044,1,7,1,14.674361228942871
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,350, T,1,9394,8323,1,2,1,7.396596431732178
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,467, W,1,136070,13518,1,1,1,7.465580940246582
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,492,(',1,84299,49082,1,3,1,11.44747257232666
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,607, str,1,2191,462,1,2,1,4.0873284339904785
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,660,'],1,142828,120711,1,2,1,14.279330253601074
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,680,ition,1,129629,123883,1,2,1,11.603787422180176
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,712,per,1,25706,79434,1,1,1,9.60450267791748
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,718,add,1,55366,47537,1,2,1,9.885722160339355
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,737, void,1,117912,67913,1,2,1,10.6572265625
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,818,Cont,1,19556,42903,1,2,1,10.034804344177246
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,825, one,1,27122,22837,1,2,1,8.739930152893066
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,979, when,1,97826,41961,1,2,1,9.693097114562988
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1065,min,1,84640,37900,1,2,1,8.757983207702637
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1104,idth,1,68269,66244,1,2,1,8.865742683410645
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1105, them,1,149677,132938,1,2,1,14.611072540283203
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1183,"[""",1,8666,27454,1,2,1,9.07824993133545
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1228,cript,1,129318,108918,1,2,1,10.785429000854492
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1291,right,1,17296,7273,1,1,1,7.214100360870361
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1302,.g,1,16526,24407,1,2,1,8.523188591003418
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1402,AM,1,125158,34700,1,2,1,9.963805198669434
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1489,fl,1,43778,27328,1,1,1,7.638890266418457
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1546,sole,1,51891,51917,1,2,1,9.709489822387695
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1619, att,1,108282,31983,1,2,1,9.80740737915039
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1822, av,1,8898,7716,1,1,1,6.581345081329346
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1854,uss,1,90421,99619,1,2,1,11.475489616394043
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,1890,AG,1,18071,27477,1,2,1,9.228631019592285
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2095,utes,1,134757,138857,1,2,1,12.10743236541748
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2100, AN,1,12720,18001,1,2,1,8.881526947021484
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2197, document,1,25949,6433,1,2,1,6.772494792938232
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2216,ric,1,53204,49015,1,2,1,9.03964614868164
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2375,erg,1,73086,63400,1,2,1,8.889402389526367
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2512,Action,1,97625,67353,1,3,1,11.375659942626953
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2673,ically,1,145557,120894,1,2,1,13.250983238220215
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2682,vis,1,50948,34536,1,2,1,9.382678985595703
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2700,ponents,1,101428,138030,1,2,1,12.260722160339355
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2752,pen,1,112040,123050,1,2,1,11.012600898742676
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2884, design,1,28718,56167,1,2,1,12.196880340576172
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,2931,quired,1,34427,47792,1,2,1,9.275287628173828
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3114,cribe,1,131395,141314,1,2,1,13.46157169342041
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3182,create,1,16804,57330,1,2,1,11.303423881530762
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3246,agn,1,75132,74804,1,2,1,10.602529525756836
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3314,cul,1,112338,109153,1,2,1,11.164538383483887
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3323,Token,1,108748,84253,1,2,1,11.91598892211914
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3409, word,1,5878,9597,1,2,1,7.17526388168335
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3425, whether,1,133228,129004,1,3,1,13.802118301391602
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3509,node,1,34551,48875,1,2,1,10.468173027038574
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3613, members,1,6681,31481,1,2,1,8.539273262023926
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3738, human,1,51890,20112,1,2,1,7.959902286529541
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3751,fect,1,124078,109078,1,2,1,11.435628890991211
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,3774, unsigned,1,140782,114104,1,2,1,14.103104591369629
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,4372,avigation,1,39256,77757,1,2,1,10.922087669372559
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,4428, similar,1,10202,47310,1,2,1,10.28592300415039
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,4477,ARE,1,64362,79020,1,2,1,10.531318664550781
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,4520, Sec,1,29557,27661,1,1,1,9.774253845214844
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,4564, connect,1,34132,31518,1,2,1,10.022462844848633
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,4578,tag,1,60650,28657,1,1,1,8.590800285339355
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,4624,Repository,1,12843,13606,1,2,1,9.281428337097168
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,4738,ief,1,40071,74448,1,2,1,9.433338165283203
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,4796, campaign,1,44495,32126,1,2,1,9.718730926513672
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,4880, shall,1,93817,58439,1,2,1,10.27342414855957
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,5206, mut,1,84646,25448,1,2,1,9.567066192626953
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,5293, notice,1,61889,33259,1,2,1,10.970124244689941
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,5332,_config,1,89349,86879,1,2,1,13.879347801208496
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,15,5425, prote,1,61385,77711,1,2,1,12.671469688415527
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,350, T,2,9930,6455,2,2,1,
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,467, W,2,150819,9621,2,2,1,
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,492,(',1,11585,3916,1,2,1,11.006917953491211
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,607, str,1,122920,48678,1,3,1,13.459324836730957
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,660,'],1,125653,81340,1,2,1,11.895928382873535
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,680,ition,1,17488,9129,1,1,1,7.1862945556640625
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,712,per,1,837,7672,1,1,1,7.3013081550598145
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,718,add,1,8725,8082,1,2,1,8.923471450805664
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,737, void,2,135329,55471,1,2,1,
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,818,Cont,1,882,1475,1,1,1,6.802267551422119
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,825, one,1,14388,16386,1,2,1,16.168813705444336
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,979, when,1,123670,17742,1,3,1,16.046552658081055
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1065,min,1,68441,13954,1,2,1,9.68840503692627
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1104,idth,1,51041,66812,1,4,1,7.5511155128479
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1105, them,1,142054,133268,1,2,1,11.653825759887695
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1183,"[""",1,348,1160,1,1,1,6.772460460662842
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1228,cript,1,138891,87172,1,1,1,9.056653022766113
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1291,right,1,4616,2995,1,2,1,6.353571891784668
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1302,.g,1,59443,104778,1,2,1,12.129780769348145
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1402,AM,1,70657,17782,1,2,1,8.361250877380371
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1489,fl,1,67832,15723,1,1,1,9.195108413696289
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1546,sole,1,33605,97477,1,2,1,8.032035827636719
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1619, att,1,138381,34043,1,2,1,10.77811336517334
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1822, av,1,45434,43988,1,2,1,10.216678619384766
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1854,uss,1,38780,54333,1,1,1,8.885980606079102
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,1890,AG,1,1710,2985,1,1,1,7.692992210388184
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2095,utes,1,7788,7881,1,1,1,6.677486419677734
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2100, AN,1,55606,67348,1,3,1,15.574518203735352
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2197, document,2,109541,64334,2,3,1,
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2216,ric,1,12550,16086,1,1,1,7.289697170257568
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2375,erg,1,31464,7410,1,1,1,7.538555145263672
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2512,Action,1,1731,1977,1,1,1,6.964443206787109
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2673,ically,1,106415,74882,1,1,1,9.221308708190918
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2682,vis,1,34177,22000,1,2,1,8.951987266540527
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2700,ponents,1,5463,18520,1,1,1,6.939048767089844
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2752,pen,1,45096,71275,1,2,1,9.18100357055664
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2884, design,3,29206,39306,2,3,1,
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,2931,quired,1,83488,96010,1,14,1,9.50801944732666
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,3114,cribe,1,12653,59106,1,2,1,7.736172676086426
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,3182,create,1,1203,3121,1,2,1,8.219873428344727
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,3246,agn,1,29723,40168,1,1,1,8.306275367736816
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,3314,cul,1,68483,25688,1,2,1,8.730340957641602
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,3323,Token,1,21044,24657,1,1,1,8.91675090789795
Qwen/Qwen2-0.5B-Instruct,The theory of relativity,23,3409, word,1,48225,125108,1,3,1,12.249234199523926
