model,context,layer,target_id,target_text,rank_target_tangent,rank_wrong_tangent,rank_random_tangent,rank_offarc_random,rank_offarc_toward,rank_offarc_away,first_rank1_angle
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,3738, human,1,82604,31568,1,2,1,9.74958324432373
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,3751,fect,1,864,3355,1,1,1,5.998367786407471
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,3774, unsigned,1,129049,119201,1,2,1,12.66373062133789
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,4372,avigation,1,2844,5582,1,2,1,7.623966217041016
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,4428, similar,1,5383,40197,1,2,1,10.39604663848877
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,4477,ARE,1,21522,14050,1,2,1,8.675890922546387
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,4520, Sec,1,147639,144530,1,2,1,13.845728874206543
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,4564, connect,1,46405,21156,1,2,1,9.996569633483887
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,4578,tag,1,96421,71462,1,2,1,10.049278259277344
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,4624,Repository,1,125355,121773,1,5,1,14.61130428314209
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,4738,ief,1,16465,14268,1,1,1,6.914036750793457
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,4796, campaign,1,138478,127575,1,4,1,13.105801582336426
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,4880, shall,1,92420,55717,1,2,1,9.943266868591309
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,5206, mut,1,5828,1962,1,1,1,6.271937370300293
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,5293, notice,1,133084,88659,1,2,1,11.246295928955078
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,5332,_config,1,87661,90616,1,2,1,13.356236457824707
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,0,5425, prote,1,39052,40568,1,2,1,10.935856819152832
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,350, T,1,5532,5960,1,2,1,5.441263198852539
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,467, W,1,128071,12877,1,2,1,6.0500311851501465
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,492,(',1,80943,52894,1,3,1,9.293886184692383
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,607, str,1,42841,21801,1,2,1,7.517401695251465
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,660,'],1,134268,119117,1,2,1,11.978260040283203
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,680,ition,1,38800,12367,1,1,1,5.977228164672852
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,712,per,1,235,2294,1,1,1,4.476710796356201
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,718,add,1,29456,26917,1,1,1,8.0308198928833
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,737, void,1,135333,112118,1,2,1,9.766644477844238
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,818,Cont,1,99966,107224,1,2,1,11.562287330627441
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,825, one,1,3383,10406,1,2,1,6.180870532989502
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,979, when,1,20366,2917,1,1,1,6.371965408325195
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1065,min,1,29839,17259,1,2,1,6.139527320861816
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1104,idth,1,2072,6057,1,1,1,4.736025810241699
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1105, them,1,10047,2694,1,1,1,6.05364465713501
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1183,"[""",1,34300,56951,1,2,1,9.235528945922852
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1228,cript,1,6131,5392,1,2,1,5.4048309326171875
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1291,right,1,74129,71267,1,2,1,8.461108207702637
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1302,.g,1,87917,94379,1,2,1,10.208919525146484
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1402,AM,1,14909,286,1,1,1,4.262331962585449
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1489,fl,1,73984,35022,1,1,1,7.430200576782227
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1546,sole,1,34967,75321,1,2,1,8.376359939575195
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1619, att,1,138167,117532,1,1,1,10.01740837097168
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1822, av,1,4186,5940,1,1,1,6.125853061676025
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1854,uss,1,82362,77318,1,1,1,8.389801025390625
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,1890,AG,1,228,601,1,1,1,4.695639133453369
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2095,utes,1,40811,40131,1,1,1,7.423609733581543
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2100, AN,1,1837,1840,1,2,1,5.66886568069458
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2197, document,1,48860,15698,1,2,1,10.863320350646973
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2216,ric,1,29239,14563,1,1,1,6.595831871032715
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2375,erg,1,57421,35010,1,2,1,7.141570568084717
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2512,Action,1,67102,74491,1,3,1,10.327081680297852
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2673,ically,1,9115,6077,1,1,1,5.751647472381592
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2682,vis,1,73464,57775,1,2,1,8.224053382873535
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2700,ponents,1,50509,68562,1,2,1,9.341635704040527
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2752,pen,1,5698,4433,1,1,1,5.305028438568115
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2884, design,1,18862,30355,1,2,1,7.589931488037109
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,2931,quired,1,30736,45572,1,2,1,7.7994065284729
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3114,cribe,1,71687,103227,1,2,1,8.757586479187012
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3182,create,1,48236,114100,1,2,1,11.731785774230957
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3246,agn,1,189,1833,1,1,1,4.134545803070068
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3314,cul,1,42229,29290,1,2,1,7.315767765045166
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3323,Token,1,46704,30060,1,2,1,9.032829284667969
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3409, word,1,20620,32028,1,2,1,7.881846904754639
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3425, whether,1,54580,21472,1,1,1,8.167840957641602
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3509,node,1,106077,113702,1,2,1,10.903645515441895
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3613, members,1,10214,44153,1,2,1,10.799294471740723
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3738, human,1,138910,119009,1,2,1,10.952556610107422
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3751,fect,1,1109,2594,1,1,1,5.170289039611816
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,3774, unsigned,1,137196,128251,1,2,1,11.601082801818848
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,4372,avigation,1,20315,34497,1,2,1,8.175470352172852
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,4428, similar,1,4551,51917,1,2,1,8.503564834594727
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,4477,ARE,1,7151,5523,1,1,1,5.799773216247559
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,4520, Sec,1,135354,135802,1,2,1,11.322595596313477
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,4564, connect,1,20394,8325,1,2,1,7.982059478759766
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,4578,tag,1,108157,80390,1,2,1,9.25793170928955
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,4624,Repository,1,88391,64916,1,2,1,10.39946174621582
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,4738,ief,1,7178,2414,1,1,1,4.88601016998291
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,4796, campaign,1,133984,117790,1,3,1,11.725269317626953
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,4880, shall,1,112081,79355,1,2,1,9.147979736328125
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,5206, mut,1,866,358,1,1,1,3.6780636310577393
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,5293, notice,1,39775,36924,1,1,1,7.553478717803955
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,5332,_config,1,66703,65643,1,2,1,10.777819633483887
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,9,5425, prote,1,36841,56670,1,2,1,9.526187896728516
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,350, T,1,5583,1362,1,2,1,6.212104797363281
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,467, W,1,119252,7000,1,2,1,5.010333061218262
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,492,(',1,45760,47733,1,2,1,7.502300262451172
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,607, str,1,20450,5054,1,2,1,5.765861511230469
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,660,'],1,122408,57808,1,2,1,10.22232723236084
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,680,ition,1,13292,3739,1,1,1,4.168143272399902
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,712,per,1,213,2275,1,1,1,3.651063919067383
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,718,add,1,12392,19342,1,1,1,6.14083194732666
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,737, void,1,109720,53428,1,2,1,7.6503376960754395
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,818,Cont,1,76327,100075,1,2,1,9.550871849060059
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,825, one,1,2398,3138,1,2,1,5.002177715301514
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,979, when,1,6671,735,1,1,1,4.4977617263793945
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1065,min,1,35917,21390,1,2,1,5.630527973175049
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1104,idth,1,630,1564,1,1,1,3.0896360874176025
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1105, them,1,29165,6414,1,1,1,6.361091613769531
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1183,"[""",1,7062,18787,1,1,1,6.183192729949951
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1228,cript,1,8518,7261,1,2,1,4.800830841064453
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1291,right,1,16115,13977,1,2,1,5.372196674346924
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1302,.g,1,74150,92150,1,2,1,9.55523681640625
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1402,AM,1,20812,526,1,1,1,3.8478143215179443
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1489,fl,1,77282,37840,1,1,1,6.579493999481201
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1546,sole,1,104502,134926,1,2,1,9.516782760620117
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1619, att,1,134838,82127,1,2,1,8.736392974853516
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1822, av,1,18441,29380,1,2,1,6.587212085723877
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1854,uss,1,48254,44775,1,1,1,6.61377477645874
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,1890,AG,1,151,135,1,1,1,3.2553021907806396
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2095,utes,1,49965,53581,1,1,1,6.755945205688477
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2100, AN,1,8251,11173,1,2,1,5.980581760406494
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2197, document,1,17907,16011,1,2,1,8.742839813232422
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2216,ric,1,48159,41615,1,1,1,6.406874656677246
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2375,erg,1,65401,58359,1,1,1,6.335963726043701
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2512,Action,1,82112,94904,1,2,1,8.914824485778809
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2673,ically,1,44599,44528,1,1,1,6.593898773193359
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2682,vis,1,17065,9074,1,2,1,5.607517242431641
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2700,ponents,1,11304,24977,1,2,1,6.694944381713867
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2752,pen,1,8516,2899,1,1,1,4.90817403793335
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2884, design,1,58478,74403,1,2,1,8.01495361328125
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,2931,quired,1,23358,26302,1,1,1,6.444550037384033
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3114,cribe,1,101627,127458,1,2,1,8.665775299072266
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3182,create,1,33243,65262,1,2,1,9.650927543640137
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3246,agn,1,4147,39972,1,1,1,5.465066432952881
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3314,cul,1,28631,27604,1,1,1,5.868969917297363
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3323,Token,1,88957,101514,1,2,1,8.782421112060547
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3409, word,1,12163,34412,1,2,1,6.434898853302002
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3425, whether,1,72468,72975,1,2,1,7.71526575088501
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3509,node,1,54107,44004,1,2,1,8.1557035446167
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3613, members,1,8635,44870,1,2,1,7.611610412597656
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3738, human,1,80244,41622,1,2,1,7.287511348724365
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3751,fect,1,2508,2430,1,1,1,4.609114170074463
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,3774, unsigned,1,114833,113346,1,2,1,9.309889793395996
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,4372,avigation,1,8190,14950,1,2,1,6.422037601470947
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,4428, similar,1,8317,73508,1,2,1,8.185018539428711
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,4477,ARE,1,2781,2163,1,2,1,3.924333095550537
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,4520, Sec,1,137410,141731,1,2,1,10.572121620178223
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,4564, connect,1,22712,13176,1,2,1,7.082742214202881
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,4578,tag,1,97226,84558,1,1,1,7.75730562210083
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,4624,Repository,1,45974,36161,1,2,1,8.187102317810059
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,4738,ief,1,6431,2031,1,1,1,3.9646241664886475
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,4796, campaign,1,115028,91433,1,3,1,12.710421562194824
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,4880, shall,1,145901,109298,1,2,1,10.009956359863281
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,5206, mut,1,13531,5116,1,1,1,5.090157508850098
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,5293, notice,1,67200,57383,1,1,1,7.448294162750244
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,5332,_config,1,70714,51685,1,2,1,10.1201753616333
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,18,5425, prote,1,96449,133730,1,2,1,10.222333908081055
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,350, T,1,16337,35123,1,2,1,12.129651069641113
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,467, W,1,150773,36210,1,2,1,13.439114570617676
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,492,(',1,17667,15803,1,2,1,9.358000755310059
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,607, str,1,137456,116970,1,2,1,11.038084030151367
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,660,'],1,58524,19327,1,2,1,9.431077003479004
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,680,ition,1,36485,5731,1,1,1,6.323341369628906
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,712,per,1,1467,26127,1,1,1,6.4452805519104
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,718,add,1,2181,2490,1,1,1,6.538437843322754
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,737, void,1,145262,82693,1,2,1,16.378021240234375
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,818,Cont,1,1226,807,1,2,1,5.983566761016846
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,825, one,1,5353,22590,1,3,1,13.385723114013672
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,979, when,1,55260,10237,1,2,1,12.438423156738281
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1065,min,1,48676,5936,1,2,1,7.596556663513184
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1104,idth,1,22386,47811,1,2,1,5.924089431762695
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1105, them,1,40675,15692,1,2,1,8.294328689575195
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1183,"[""",1,847,1231,1,1,1,5.743704319000244
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1228,cript,1,87218,75757,1,2,1,7.5634989738464355
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1291,right,1,7483,5541,1,1,1,5.978485107421875
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1302,.g,1,11820,24310,1,2,1,8.67680549621582
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1402,AM,1,52361,8562,1,2,1,6.889679908752441
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1489,fl,1,62122,20291,1,1,1,7.532878875732422
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1546,sole,1,23705,95106,1,1,1,7.04801082611084
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1619, att,1,142085,119283,1,2,1,9.085647583007812
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1822, av,1,41425,62728,1,2,1,9.170129776000977
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1854,uss,1,48022,35382,1,1,1,7.233887672424316
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,1890,AG,1,2288,6855,1,1,1,6.695784568786621
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2095,utes,1,21703,16055,1,1,1,6.71212911605835
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2100, AN,1,48804,39460,1,2,1,9.925016403198242
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2197, document,1,83902,47878,1,2,1,9.538017272949219
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2216,ric,1,18129,8605,1,1,1,6.377053737640381
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2375,erg,1,24731,12841,1,1,1,6.11196756362915
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2512,Action,1,1885,2595,1,2,1,6.433355331420898
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2673,ically,1,69733,90509,1,1,1,7.86591911315918
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2682,vis,1,8696,9602,1,1,1,6.184298992156982
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2700,ponents,1,13011,54929,1,1,1,7.17050313949585
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2752,pen,1,19803,26915,1,1,1,6.625420093536377
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2884, design,1,62164,62012,1,4,1,15.432456970214844
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,2931,quired,1,6832,11375,1,1,1,6.051779747009277
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,3114,cribe,1,8310,15762,1,1,1,6.204380035400391
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,3182,create,1,2803,10628,1,2,1,8.077177047729492
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,3246,agn,1,4682,28065,1,1,1,6.411928653717041
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,3314,cul,1,6028,7111,1,1,1,5.414987564086914
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,3323,Token,1,25352,22711,1,1,1,8.717862129211426
Qwen/Qwen2-1.5B-Instruct,The theory of relativity,27,3409, word,1,61968,117238,1,2,1,9.542613983154297
